FID,Date Time,Organisation,Fleet,Working Hours Age,Number of Flights
1965,30/12/2015 11:30,Flight Data Services Ltd,DHK-B757,3,1
1966,30/12/2015 11:30,Flight Data Services Ltd,DHX-B757,3,1
1967,30/12/2015 11:30,Flight Data Services Ltd,DHX-B767,3,1
1968,30/12/2015 11:30,Flight Data Services Ltd,EIN-A321,3,1
1969,30/12/2015 11:30,Flight Data Services Ltd,JTG-B737-NG,3,1
1970,30/12/2015 11:30,Flight Data Services Ltd,KKK-Istanbul,3,26
1971,30/12/2015 11:30,Flight Data Services Ltd,NAI-B737-NG,3,1
1972,30/12/2015 11:30,Flight Data Services Ltd,NVD-A319-A320,3,1
1973,30/12/2015 11:30,Flight Data Services Ltd,SAS-A321,3,2
1974,30/12/2015 11:30,Flight Data Services Ltd,SAS-B737-NG,3,4
1975,30/12/2015 11:30,Flight Data Services Ltd,SFR-B737-Classic,3,2
1976,30/12/2015 11:30,Flight Data Services Ltd,SRR-B767,3,9
1977,30/12/2015 11:30,Flight Data Services Ltd,UBA-B737-NG,3,2
1978,30/12/2015 11:30,Flight Data Services Ltd,WOW-A320,3,3
1979,30/12/2015 11:30,Flight Data Services Inc,MTN-ATR-42,2,8
1980,30/12/2015 11:30,Flight Data Services Ltd,ELB-A319,2,5
1981,30/12/2015 11:30,Flight Data Services Ltd,JTG-ATR-72,2,1
1982,30/12/2015 11:30,Flight Data Services Ltd,KKK-Istanbul,2,3
1983,30/12/2015 11:30,Flight Data Services Ltd,KZU-A310,2,12
1984,30/12/2015 11:30,Flight Data Services Ltd,NAS-B737-NG,2,3
1985,30/12/2015 11:30,Flight Data Services Ltd,NAI-B737-NG,1,2
1986,30/12/2015 11:30,Flight Data Services Ltd,NAS-B737-NG,1,6
1987,30/12/2015 11:30,Flight Data Services Ltd,NIA-A320,1,52
1988,30/12/2015 11:30,Flight Data Services Ltd,SMR-B737-NG,1,1
1989,30/12/2015 11:45,Flight Data Services Ltd,IAW-B737,8,6
1990,30/12/2015 11:45,Flight Data Services Ltd,IAW-B737,7,4
1991,30/12/2015 11:45,Flight Data Services Ltd,DHX-B767,5,11
1992,30/12/2015 11:45,Flight Data Services Ltd,SAS-A330,5,1
1993,30/12/2015 11:45,Flight Data Services Ltd,SAS-A340,5,1
1994,30/12/2015 11:45,Flight Data Services Inc,CFS-ATR-42,4,11
1995,30/12/2015 11:45,Flight Data Services Ltd,AHY-A319,4,2
1996,30/12/2015 11:45,Flight Data Services Ltd,AHY-A320,4,3
1997,30/12/2015 11:45,Flight Data Services Ltd,AHY-B757,4,11
1998,30/12/2015 11:45,Flight Data Services Ltd,DAN-MD-83,4,1
1999,30/12/2015 11:45,Flight Data Services Ltd,DHK-B757,4,7
2000,30/12/2015 11:45,Flight Data Services Ltd,DHK-B767,4,2
2001,30/12/2015 11:45,Flight Data Services Ltd,DHX-B767,4,1
2002,30/12/2015 11:45,Flight Data Services Ltd,EIN-A321,4,1
2003,30/12/2015 11:45,Flight Data Services Ltd,JTG-ATR-72,4,3
2004,30/12/2015 11:45,Flight Data Services Ltd,JTG-B737-NG,4,2
2005,30/12/2015 11:45,Flight Data Services Ltd,KKK-Istanbul,4,19
2006,30/12/2015 11:45,Flight Data Services Ltd,NVD-A319-A320,4,6
2007,30/12/2015 11:45,Flight Data Services Ltd,SAS-A320,4,4
2008,30/12/2015 11:45,Flight Data Services Ltd,SAS-A321,4,2
2009,30/12/2015 11:45,Flight Data Services Ltd,SAS-B737-NG,4,9
2010,30/12/2015 11:45,Flight Data Services Ltd,SFR-B737-Classic,4,1
2011,30/12/2015 11:45,Flight Data Services Ltd,SRR-B767,4,8
2012,30/12/2015 11:45,Flight Data Services Ltd,UBA-B737-NG,4,1
2013,30/12/2015 11:45,Flight Data Services Ltd,WOW-A320,4,4
2014,30/12/2015 11:45,Flight Data Services Ltd,ABR-B757,3,1
2015,30/12/2015 11:45,Flight Data Services Ltd,CRC-B737-NG,3,2
2016,30/12/2015 11:45,Flight Data Services Ltd,DAV-DO-328,3,2
2017,30/12/2015 11:45,Flight Data Services Ltd,DHK-B757,3,1
2018,30/12/2015 11:45,Flight Data Services Ltd,NAI-B737-NG,3,1
2019,30/12/2015 11:45,Flight Data Services Ltd,NAS-B737-NG,3,1
2020,30/12/2015 11:45,Flight Data Services Ltd,SAS-B737-NG,3,3
2021,30/12/2015 11:45,Flight Data Services Ltd,SFR-B737-Classic,3,1
2022,30/12/2015 11:45,Flight Data Services Ltd,SRR-B767,3,9
2023,30/12/2015 11:45,Flight Data Services Ltd,WOW-A320,3,3
2024,30/12/2015 11:45,Flight Data Services Inc,MTN-ATR-42,2,8
2025,30/12/2015 11:45,Flight Data Services Ltd,ELB-A319,2,5
2026,30/12/2015 11:45,Flight Data Services Ltd,JTG-ATR-72,2,1
2027,30/12/2015 11:45,Flight Data Services Ltd,KKK-Istanbul,2,3
2028,30/12/2015 11:45,Flight Data Services Ltd,KZU-A310,2,12
2029,30/12/2015 11:45,Flight Data Services Ltd,NAS-B737-NG,2,7
2030,30/12/2015 11:45,Flight Data Services Ltd,NAI-B737-NG,1,2
2031,30/12/2015 11:45,Flight Data Services Ltd,NAS-B737-NG,1,1
2032,30/12/2015 11:45,Flight Data Services Ltd,NIA-A320,1,52
2033,30/12/2015 11:45,Flight Data Services Ltd,SMR-B737-NG,1,1
2034,30/12/2015 12:00,Flight Data Services Ltd,DHX-B767,5,8
2035,30/12/2015 12:00,Flight Data Services Ltd,SAS-A330,5,1
2036,30/12/2015 12:00,Flight Data Services Ltd,SAS-A340,5,1
2037,30/12/2015 12:00,Flight Data Services Inc,CFS-ATR-42,4,11
2038,30/12/2015 12:00,Flight Data Services Ltd,ABR-B757,4,1
2039,30/12/2015 12:00,Flight Data Services Ltd,AHY-A319,4,2
2040,30/12/2015 12:00,Flight Data Services Ltd,AHY-A320,4,3
2041,30/12/2015 12:00,Flight Data Services Ltd,AHY-B757,4,11
2042,30/12/2015 12:00,Flight Data Services Ltd,CRC-B737-NG,4,2
2043,30/12/2015 12:00,Flight Data Services Ltd,DAN-MD-83,4,1
2044,30/12/2015 12:00,Flight Data Services Ltd,DAV-DO-328,4,2
2045,30/12/2015 12:00,Flight Data Services Ltd,DHK-B757,4,7
2046,30/12/2015 12:00,Flight Data Services Ltd,DHK-B767,4,2
2047,30/12/2015 12:00,Flight Data Services Ltd,DHX-B767,4,1
2048,30/12/2015 12:00,Flight Data Services Ltd,EIN-A321,4,1
2049,30/12/2015 12:00,Flight Data Services Ltd,JTG-ATR-72,4,3
2050,30/12/2015 12:00,Flight Data Services Ltd,JTG-B737-NG,4,2
2051,30/12/2015 12:00,Flight Data Services Ltd,KKK-Istanbul,4,12
2052,30/12/2015 12:00,Flight Data Services Ltd,NAI-B737-NG,4,1
2053,30/12/2015 12:00,Flight Data Services Ltd,NVD-A319-A320,4,6
2054,30/12/2015 12:00,Flight Data Services Ltd,SAS-A320,4,4
2055,30/12/2015 12:00,Flight Data Services Ltd,SAS-A321,4,2
2056,30/12/2015 12:00,Flight Data Services Ltd,SAS-B737-NG,4,10
2057,30/12/2015 12:00,Flight Data Services Ltd,SFR-B737-Classic,4,2
2058,30/12/2015 12:00,Flight Data Services Ltd,SRR-B767,4,16
2059,30/12/2015 12:00,Flight Data Services Ltd,UBA-B737-NG,4,1
2060,30/12/2015 12:00,Flight Data Services Ltd,DHK-B757,3,1
2061,30/12/2015 12:00,Flight Data Services Ltd,KZU-A310,3,9
2062,30/12/2015 12:00,Flight Data Services Ltd,NAS-B737-NG,3,2
2063,30/12/2015 12:00,Flight Data Services Inc,MTN-ATR-42,2,8
2064,30/12/2015 12:00,Flight Data Services Ltd,ELB-A319,2,2
2065,30/12/2015 12:00,Flight Data Services Ltd,JTG-ATR-72,2,1
2066,30/12/2015 12:00,Flight Data Services Ltd,KKK-Istanbul,2,3
2067,30/12/2015 12:00,Flight Data Services Ltd,KZU-A310,2,3
2068,30/12/2015 12:00,Flight Data Services Ltd,NAI-B737-NG,2,2
2069,30/12/2015 12:00,Flight Data Services Ltd,NAS-B737-NG,2,7
2070,30/12/2015 12:00,Flight Data Services Ltd,ENZ-BAe-146,1,14
2071,30/12/2015 12:00,Flight Data Services Ltd,NIA-A320,1,52
2072,30/12/2015 12:00,Flight Data Services Ltd,SMR-B737-NG,1,1
2073,30/12/2015 12:15,Flight Data Services Ltd,DHX-B767,6,2
2074,30/12/2015 12:15,Flight Data Services Ltd,SAS-A330,6,1
2075,30/12/2015 12:15,Flight Data Services Ltd,SAS-A340,6,1
2076,30/12/2015 12:15,Flight Data Services Ltd,AHY-A319,5,2
2077,30/12/2015 12:15,Flight Data Services Ltd,AHY-A320,5,3
2078,30/12/2015 12:15,Flight Data Services Ltd,AHY-B757,5,11
2079,30/12/2015 12:15,Flight Data Services Ltd,DHX-B767,5,6
2080,30/12/2015 12:15,Flight Data Services Ltd,SAS-A320,5,1
2081,30/12/2015 12:15,Flight Data Services Ltd,SAS-B737-NG,5,6
2082,30/12/2015 12:15,Flight Data Services Ltd,SRR-B767,5,7
2083,30/12/2015 12:15,Flight Data Services Ltd,UBA-B737-NG,5,1
2084,30/12/2015 12:15,Flight Data Services Inc,CFS-ATR-42,4,11
2085,30/12/2015 12:15,Flight Data Services Ltd,ABR-B757,4,1
2086,30/12/2015 12:15,Flight Data Services Ltd,CRC-B737-NG,4,2
2087,30/12/2015 12:15,Flight Data Services Ltd,DAN-MD-83,4,1
2088,30/12/2015 12:15,Flight Data Services Ltd,DAV-DO-328,4,2
2089,30/12/2015 12:15,Flight Data Services Ltd,DHK-B757,4,5
2090,30/12/2015 12:15,Flight Data Services Ltd,DHK-B767,4,2
2091,30/12/2015 12:15,Flight Data Services Ltd,DHX-B767,4,1
2092,30/12/2015 12:15,Flight Data Services Ltd,EIN-A321,4,1
2093,30/12/2015 12:15,Flight Data Services Ltd,JTG-B737-NG,4,2
2094,30/12/2015 12:15,Flight Data Services Ltd,KKK-Istanbul,4,3
2095,30/12/2015 12:15,Flight Data Services Ltd,NAI-B737-NG,4,1
2096,30/12/2015 12:15,Flight Data Services Ltd,NVD-A319-A320,4,5
2097,30/12/2015 12:15,Flight Data Services Ltd,SAS-A320,4,3
2098,30/12/2015 12:15,Flight Data Services Ltd,SAS-A321,4,2
2099,30/12/2015 12:15,Flight Data Services Ltd,SAS-B737-NG,4,4
2100,30/12/2015 12:15,Flight Data Services Ltd,SFR-B737-Classic,4,2
2101,30/12/2015 12:15,Flight Data Services Ltd,SRR-B767,4,8
2102,30/12/2015 12:15,Flight Data Services Ltd,KKK-Istanbul,3,3
2103,30/12/2015 12:15,Flight Data Services Ltd,KZU-A310,3,12
2104,30/12/2015 12:15,Flight Data Services Ltd,NAS-B737-NG,3,3
2105,30/12/2015 12:15,Flight Data Services Inc,MTN-ATR-42,2,8
2106,30/12/2015 12:15,Flight Data Services Ltd,NAI-B737-NG,2,2
2107,30/12/2015 12:15,Flight Data Services Ltd,NAS-B737-NG,2,6
2108,30/12/2015 12:15,Flight Data Services Ltd,NIA-A320,2,16
2109,30/12/2015 12:15,Flight Data Services Ltd,DAV-B1900,1,2
2110,30/12/2015 12:15,Flight Data Services Ltd,EIN-A320,1,1
2111,30/12/2015 12:15,Flight Data Services Ltd,ENZ-BAe-146,1,14
2112,30/12/2015 12:15,Flight Data Services Ltd,NAS-B787,1,1
2113,30/12/2015 12:15,Flight Data Services Ltd,NIA-A320,1,36
2114,30/12/2015 12:15,Flight Data Services Ltd,SMR-B737-NG,1,1
2115,30/12/2015 12:30,Flight Data Services Ltd,DHX-B767,6,8
2116,30/12/2015 12:30,Flight Data Services Ltd,SAS-A330,6,1
2117,30/12/2015 12:30,Flight Data Services Ltd,SAS-A340,6,1
2118,30/12/2015 12:30,Flight Data Services Ltd,AHY-A319,5,2
2119,30/12/2015 12:30,Flight Data Services Ltd,AHY-A320,5,3
2120,30/12/2015 12:30,Flight Data Services Ltd,AHY-B757,5,11
2121,30/12/2015 12:30,Flight Data Services Ltd,DHK-B767,5,2
2122,30/12/2015 12:30,Flight Data Services Ltd,JTG-B737-NG,5,1
2123,30/12/2015 12:30,Flight Data Services Ltd,SAS-A320,5,4
2124,30/12/2015 12:30,Flight Data Services Ltd,SAS-B737-NG,5,9
2125,30/12/2015 12:30,Flight Data Services Ltd,SRR-B767,5,6
2126,30/12/2015 12:30,Flight Data Services Ltd,UBA-B737-NG,5,1
2127,30/12/2015 12:30,Flight Data Services Inc,CFS-ATR-42,4,11
2128,30/12/2015 12:30,Flight Data Services Ltd,ABR-B757,4,1
2129,30/12/2015 12:30,Flight Data Services Ltd,CRC-B737-NG,4,2
2130,30/12/2015 12:30,Flight Data Services Ltd,DAN-MD-83,4,1
2131,30/12/2015 12:30,Flight Data Services Ltd,DAV-DO-328,4,2
2132,30/12/2015 12:30,Flight Data Services Ltd,DHX-B767,4,1
2133,30/12/2015 12:30,Flight Data Services Ltd,EIN-A321,4,1
2134,30/12/2015 12:30,Flight Data Services Ltd,JTG-B737-NG,4,1
2135,30/12/2015 12:30,Flight Data Services Ltd,KKK-Istanbul,4,1
2136,30/12/2015 12:30,Flight Data Services Ltd,NAI-B737-NG,4,1
2137,30/12/2015 12:30,Flight Data Services Ltd,SAS-A321,4,2
2138,30/12/2015 12:30,Flight Data Services Ltd,SAS-B737-NG,4,1
2139,30/12/2015 12:30,Flight Data Services Ltd,SFR-B737-Classic,4,2
2140,30/12/2015 12:30,Flight Data Services Ltd,SRR-B767,4,8
2141,30/12/2015 12:30,Flight Data Services Ltd,KKK-Istanbul,3,3
2142,30/12/2015 12:30,Flight Data Services Ltd,KZU-A310,3,12
2143,30/12/2015 12:30,Flight Data Services Ltd,NAS-B737-NG,3,3
2144,30/12/2015 12:30,Flight Data Services Inc,MTN-ATR-42,2,8
2145,30/12/2015 12:30,Flight Data Services Ltd,NAI-B737-NG,2,2
2146,30/12/2015 12:30,Flight Data Services Ltd,NAS-B737-NG,2,6
2147,30/12/2015 12:30,Flight Data Services Ltd,NIA-A320,2,52
2148,30/12/2015 12:30,Flight Data Services Ltd,SMR-B737-NG,2,1
2149,30/12/2015 12:30,Flight Data Services Ltd,DAV-B1900,1,2
2150,30/12/2015 12:30,Flight Data Services Ltd,EIN-A320,1,1
2151,30/12/2015 12:30,Flight Data Services Ltd,ENZ-BAe-146,1,14
2152,30/12/2015 12:30,Flight Data Services Ltd,NAS-B787,1,1
2153,30/12/2015 12:45,Flight Data Services Ltd,DHX-B767,6,8
2154,30/12/2015 12:45,Flight Data Services Ltd,SAS-A330,6,1
2155,30/12/2015 12:45,Flight Data Services Ltd,SAS-A340,6,1
2156,30/12/2015 12:45,Flight Data Services Ltd,AHY-A319,5,2
2157,30/12/2015 12:45,Flight Data Services Ltd,AHY-A320,5,3
2158,30/12/2015 12:45,Flight Data Services Ltd,AHY-B757,5,11
2159,30/12/2015 12:45,Flight Data Services Ltd,DAN-MD-83,5,1
2160,30/12/2015 12:45,Flight Data Services Ltd,DHK-B767,5,2
2161,30/12/2015 12:45,Flight Data Services Ltd,DHX-B767,5,1
2162,30/12/2015 12:45,Flight Data Services Ltd,EIN-A321,5,1
2163,30/12/2015 12:45,Flight Data Services Ltd,JTG-B737-NG,5,2
2164,30/12/2015 12:45,Flight Data Services Ltd,SAS-A321,5,2
2165,30/12/2015 12:45,Flight Data Services Ltd,SFR-B737-Classic,5,1
2166,30/12/2015 12:45,Flight Data Services Ltd,SRR-B767,5,6
2167,30/12/2015 12:45,Flight Data Services Ltd,UBA-B737-NG,5,1
2168,30/12/2015 12:45,Flight Data Services Inc,CFS-ATR-42,4,11
2169,30/12/2015 12:45,Flight Data Services Ltd,ABR-B757,4,1
2170,30/12/2015 12:45,Flight Data Services Ltd,CRC-B737-NG,4,2
2171,30/12/2015 12:45,Flight Data Services Ltd,DAV-DO-328,4,2
2172,30/12/2015 12:45,Flight Data Services Ltd,NAS-B737-NG,4,1
2173,30/12/2015 12:45,Flight Data Services Ltd,SFR-B737-Classic,4,1
2174,30/12/2015 12:45,Flight Data Services Ltd,SRR-B767,4,8
2175,30/12/2015 12:45,Flight Data Services Ltd,KZU-A310,3,12
2176,30/12/2015 12:45,Flight Data Services Ltd,NAS-B737-NG,3,7
2177,30/12/2015 12:45,Flight Data Services Inc,MTN-ATR-42,2,8
2178,30/12/2015 12:45,Flight Data Services Ltd,NAI-B737-NG,2,1
2179,30/12/2015 12:45,Flight Data Services Ltd,NAS-B737-NG,2,1
2180,30/12/2015 12:45,Flight Data Services Ltd,NIA-A320,2,50
2181,30/12/2015 12:45,Flight Data Services Ltd,SMR-B737-NG,2,1
2182,30/12/2015 12:45,Flight Data Services Ltd,DAV-B1900,1,2
2183,30/12/2015 12:45,Flight Data Services Ltd,EIN-A320,1,5
2184,30/12/2015 12:45,Flight Data Services Ltd,EIN-A321,1,1
2185,30/12/2015 12:45,Flight Data Services Ltd,ENZ-BAe-146,1,14
2186,30/12/2015 12:45,Flight Data Services Ltd,KKK-Istanbul,1,2
2187,30/12/2015 12:45,Flight Data Services Ltd,NAS-B787,1,1
2188,30/12/2015 13:00,Flight Data Services Ltd,DHX-B767,6,8
2189,30/12/2015 13:00,Flight Data Services Ltd,ABR-B757,5,1
2190,30/12/2015 13:00,Flight Data Services Ltd,AHY-A319,5,2
2191,30/12/2015 13:00,Flight Data Services Ltd,AHY-A320,5,3
2192,30/12/2015 13:00,Flight Data Services Ltd,AHY-B757,5,11
2193,30/12/2015 13:00,Flight Data Services Ltd,CRC-B737-NG,5,2
2194,30/12/2015 13:00,Flight Data Services Ltd,DAN-MD-83,5,1
2195,30/12/2015 13:00,Flight Data Services Ltd,DAV-DO-328,5,2
2196,30/12/2015 13:00,Flight Data Services Ltd,DHX-B767,5,1
2197,30/12/2015 13:00,Flight Data Services Ltd,JTG-B737-NG,5,2
2198,30/12/2015 13:00,Flight Data Services Ltd,SFR-B737-Classic,5,2
2199,30/12/2015 13:00,Flight Data Services Ltd,SRR-B767,5,12
2200,30/12/2015 13:00,Flight Data Services Ltd,UBA-B737-NG,5,1
2201,30/12/2015 13:00,Flight Data Services Inc,CFS-ATR-42,4,11
2202,30/12/2015 13:00,Flight Data Services Ltd,KZU-A310,4,9
2203,30/12/2015 13:00,Flight Data Services Ltd,NAS-B737-NG,4,2
2204,30/12/2015 13:00,Flight Data Services Ltd,KZU-A310,3,3
2205,30/12/2015 13:00,Flight Data Services Ltd,NAS-B737-NG,3,7
2206,30/12/2015 13:00,Flight Data Services Inc,MTN-ATR-42,2,8
2207,30/12/2015 13:00,Flight Data Services Ltd,ENZ-BAe-146,2,14
2208,30/12/2015 13:00,Flight Data Services Ltd,NIA-A320,2,44
2209,30/12/2015 13:00,Flight Data Services Ltd,SMR-B737-NG,2,1
2210,30/12/2015 13:00,Flight Data Services Ltd,DAV-B1900,1,2
2211,30/12/2015 13:00,Flight Data Services Ltd,EIN-A320,1,5
2212,30/12/2015 13:00,Flight Data Services Ltd,KKK-Istanbul,1,2
2213,30/12/2015 13:00,Flight Data Services Ltd,NAS-B787,1,1
2214,30/12/2015 13:00,Flight Data Services Ltd,SFR-L100,1,3
2215,30/12/2015 13:15,Flight Data Services Ltd,DHX-B767,7,2
2216,30/12/2015 13:15,Flight Data Services Ltd,AHY-A319,6,2
2217,30/12/2015 13:15,Flight Data Services Ltd,AHY-A320,6,3
2218,30/12/2015 13:15,Flight Data Services Ltd,AHY-B757,6,11
2219,30/12/2015 13:15,Flight Data Services Ltd,DHX-B767,6,6
2220,30/12/2015 13:15,Flight Data Services Ltd,SRR-B767,6,4
2221,30/12/2015 13:15,Flight Data Services Ltd,UBA-B737-NG,6,1
2222,30/12/2015 13:15,Flight Data Services Ltd,ABR-B757,5,1
2223,30/12/2015 13:15,Flight Data Services Ltd,DAN-MD-83,5,1
2224,30/12/2015 13:15,Flight Data Services Ltd,DAV-DO-328,5,2
2225,30/12/2015 13:15,Flight Data Services Ltd,DHX-B767,5,1
2226,30/12/2015 13:15,Flight Data Services Ltd,JTG-B737-NG,5,2
2227,30/12/2015 13:15,Flight Data Services Ltd,SFR-B737-Classic,5,2
2228,30/12/2015 13:15,Flight Data Services Ltd,SRR-B767,5,7
2229,30/12/2015 13:15,Flight Data Services Inc,CFS-ATR-42,4,11
2230,30/12/2015 13:15,Flight Data Services Ltd,KZU-A310,4,12
2231,30/12/2015 13:15,Flight Data Services Ltd,NAS-B737-NG,4,3
2232,30/12/2015 13:15,Flight Data Services Ltd,NAS-B737-NG,3,6
2233,30/12/2015 13:15,Flight Data Services Ltd,NIA-A320,3,8
2234,30/12/2015 13:15,Flight Data Services Inc,MTN-ATR-42,2,8
2235,30/12/2015 13:15,Flight Data Services Ltd,DAV-B1900,2,2
2236,30/12/2015 13:15,Flight Data Services Ltd,EIN-A320,2,1
2237,30/12/2015 13:15,Flight Data Services Ltd,ENZ-BAe-146,2,14
2238,30/12/2015 13:15,Flight Data Services Ltd,NAS-B787,2,1
2239,30/12/2015 13:15,Flight Data Services Ltd,NIA-A320,2,36
2240,30/12/2015 13:15,Flight Data Services Ltd,EIN-A320,1,6
2241,30/12/2015 13:15,Flight Data Services Ltd,KKK-Istanbul,1,2
2242,30/12/2015 13:15,Flight Data Services Ltd,SFR-L100,1,3
2243,30/12/2015 13:30,Flight Data Services Ltd,DHX-B767,7,8
2244,30/12/2015 13:30,Flight Data Services Ltd,AHY-A320,6,3
2245,30/12/2015 13:30,Flight Data Services Ltd,AHY-B757,6,11
2246,30/12/2015 13:30,Flight Data Services Ltd,SRR-B767,6,3
2247,30/12/2015 13:30,Flight Data Services Ltd,DAV-DO-328,5,2
2248,30/12/2015 13:30,Flight Data Services Ltd,DHX-B767,5,1
2249,30/12/2015 13:30,Flight Data Services Ltd,SFR-B737-Classic,5,2
2250,30/12/2015 13:30,Flight Data Services Ltd,SRR-B767,5,4
2251,30/12/2015 13:30,Flight Data Services Inc,CFS-ATR-42,4,11
2252,30/12/2015 13:30,Flight Data Services Ltd,KZU-A310,4,12
2253,30/12/2015 13:30,Flight Data Services Ltd,NAS-B737-NG,4,3
2254,30/12/2015 13:30,Flight Data Services Ltd,NAS-B737-NG,3,6
2255,30/12/2015 13:30,Flight Data Services Ltd,NIA-A320,3,44
2256,30/12/2015 13:30,Flight Data Services Inc,MTN-ATR-42,2,8
2257,30/12/2015 13:30,Flight Data Services Ltd,EIN-A320,2,1
2258,30/12/2015 13:30,Flight Data Services Ltd,ENZ-BAe-146,2,14
2259,30/12/2015 13:30,Flight Data Services Ltd,EIN-A320,1,6
2260,30/12/2015 13:30,Flight Data Services Ltd,SFR-L100,1,3
2261,30/12/2015 13:45,Flight Data Services Ltd,DHX-B767,7,6
2262,30/12/2015 13:45,Flight Data Services Ltd,AHY-B757,6,11
2263,30/12/2015 13:45,Flight Data Services Ltd,SRR-B767,6,3
2264,30/12/2015 13:45,Flight Data Services Ltd,NAS-B737-NG,5,1
2265,30/12/2015 13:45,Flight Data Services Ltd,SRR-B767,5,4
2266,30/12/2015 13:45,Flight Data Services Inc,CFS-ATR-42,4,11
2267,30/12/2015 13:45,Flight Data Services Ltd,KZU-A310,4,12
2268,30/12/2015 13:45,Flight Data Services Ltd,NAS-B737-NG,4,4
2269,30/12/2015 13:45,Flight Data Services Ltd,NIA-A320,3,44
2270,30/12/2015 13:45,Flight Data Services Inc,MTN-ATR-42,2,8
2271,30/12/2015 13:45,Flight Data Services Ltd,EIN-A320,2,5
2272,30/12/2015 13:45,Flight Data Services Ltd,ENZ-BAe-146,2,9
2273,30/12/2015 13:45,Flight Data Services Ltd,EIN-A320,1,2
2274,30/12/2015 13:45,Flight Data Services Ltd,EIN-A330,1,1
2275,30/12/2015 13:45,Flight Data Services Ltd,SAS-A340,1,1
2276,30/12/2015 14:00,Flight Data Services Ltd,DHX-B767,7,4
2277,30/12/2015 14:00,Flight Data Services Ltd,AHY-B757,6,11
2278,30/12/2015 14:00,Flight Data Services Ltd,SRR-B767,6,6
2279,30/12/2015 14:00,Flight Data Services Ltd,KZU-A310,5,9
2280,30/12/2015 14:00,Flight Data Services Ltd,NAS-B737-NG,5,1
2281,30/12/2015 14:00,Flight Data Services Inc,CFS-ATR-42,4,11
2282,30/12/2015 14:00,Flight Data Services Ltd,KZU-A310,4,3
2283,30/12/2015 14:00,Flight Data Services Ltd,ENZ-BAe-146,3,5
2284,30/12/2015 14:00,Flight Data Services Ltd,NIA-A320,3,44
2285,30/12/2015 14:00,Flight Data Services Inc,MTN-ATR-42,2,8
2286,30/12/2015 14:00,Flight Data Services Ltd,EIN-A320,2,5
2287,30/12/2015 14:00,Flight Data Services Ltd,EIN-A320,1,2
2288,30/12/2015 14:00,Flight Data Services Ltd,EIN-A330,1,1
2289,30/12/2015 14:00,Flight Data Services Ltd,SAS-A340,1,1
2290,30/12/2015 14:15,Flight Data Services Ltd,AHY-B757,7,2
2291,30/12/2015 14:15,Flight Data Services Ltd,SRR-B767,7,3
2292,30/12/2015 14:15,Flight Data Services Ltd,SRR-B767,6,3
2293,30/12/2015 14:15,Flight Data Services Ltd,KZU-A310,5,12
2294,30/12/2015 14:15,Flight Data Services Inc,CFS-ATR-42,4,11
2295,30/12/2015 14:15,Flight Data Services Ltd,NIA-A320,4,7
2296,30/12/2015 14:15,Flight Data Services Ltd,NIA-A320,3,36
2297,30/12/2015 14:15,Flight Data Services Inc,MTN-ATR-42,2,8
2298,30/12/2015 14:15,Flight Data Services Ltd,EIN-A320,2,3
2299,30/12/2015 14:15,Flight Data Services Ltd,EIN-A320,1,1
2300,30/12/2015 14:15,Flight Data Services Ltd,EIN-A321,1,1
2301,30/12/2015 14:15,Flight Data Services Ltd,EIN-A330,1,1
2302,30/12/2015 14:15,Flight Data Services Ltd,SAS-A340,1,1
2303,30/12/2015 14:30,Flight Data Services Ltd,SRR-B767,7,3
2304,30/12/2015 14:30,Flight Data Services Ltd,SRR-B767,6,3
2305,30/12/2015 14:30,Flight Data Services Ltd,KZU-A310,5,9
2306,30/12/2015 14:30,Flight Data Services Inc,CFS-ATR-42,4,11
2307,30/12/2015 14:30,Flight Data Services Ltd,NIA-A320,4,43
2308,30/12/2015 14:30,Flight Data Services Inc,MTN-ATR-42,2,8
2309,30/12/2015 14:45,Flight Data Services Inc,AJT-B767,9,3
2310,30/12/2015 14:45,Flight Data Services Inc,AJT-B767,10,2
2311,30/12/2015 14:45,Flight Data Services Inc,MTN-ATR-42,3,2
2312,30/12/2015 14:45,Flight Data Services Inc,CFS-ATR-42,2,4
2313,30/12/2015 14:45,Flight Data Services Inc,CFS-ATR-72,2,5
2314,30/12/2015 14:45,Flight Data Services Inc,ABX-B767,1,9
2315,30/12/2015 14:45,Flight Data Services Inc,CFS-ATR-72,13,12
2316,30/12/2015 14:45,Flight Data Services Inc,CNP-B737-NG,1,2
2317,30/12/2015 14:45,Flight Data Services Inc,MTN-ATR-42,1,8
2318,30/12/2015 14:45,Flight Data Services Inc,MTN-ATR-72,1,8
