FID,Date Time,Organisation,Fleet,Working Hours Age,Number of Flights
787,30/12/2015 01:00,Flight Data Services Ltd,EIN-A320,2,4
788,30/12/2015 01:00,Flight Data Services Ltd,EIN-A330,2,1
789,30/12/2015 01:00,Flight Data Services Ltd,IAW-B737,2,189
790,30/12/2015 01:00,Flight Data Services Ltd,UBA-ATR-72,2,10
791,30/12/2015 01:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
792,30/12/2015 01:00,Flight Data Services Ltd,DHX-B767,1,68
793,30/12/2015 01:00,Flight Data Services Ltd,EIN-A320,1,3
794,30/12/2015 01:00,Flight Data Services Ltd,IAW-B737,1,28
795,30/12/2015 01:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
796,30/12/2015 01:00,Flight Data Services Ltd,NAS-B737-NG,1,4
797,30/12/2015 01:00,Flight Data Services Ltd,NAS-B787,1,3
798,30/12/2015 01:00,Flight Data Services Ltd,SAS-A330,1,1
799,30/12/2015 01:00,Flight Data Services Ltd,SAS-A340,1,1
800,30/12/2015 01:00,Flight Data Services Ltd,UBA-ATR-72,1,4
801,30/12/2015 01:15,Flight Data Services Inc,CFS-ATR-42,4,11
802,30/12/2015 01:15,Flight Data Services Ltd,IAW-B737,4,84
803,30/12/2015 01:15,Flight Data Services Ltd,IAW-B737,3,192
804,30/12/2015 01:15,Flight Data Services Inc,MTN-ATR-42,2,8
805,30/12/2015 01:15,Flight Data Services Ltd,AHY-B767,2,1
806,30/12/2015 01:15,Flight Data Services Ltd,EIN-A320,2,4
807,30/12/2015 01:15,Flight Data Services Ltd,EIN-A330,2,1
808,30/12/2015 01:15,Flight Data Services Ltd,IAW-B737,2,189
809,30/12/2015 01:15,Flight Data Services Ltd,UBA-ATR-72,2,10
810,30/12/2015 01:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
811,30/12/2015 01:15,Flight Data Services Ltd,DHX-B767,1,68
812,30/12/2015 01:15,Flight Data Services Ltd,EIN-A320,1,3
813,30/12/2015 01:15,Flight Data Services Ltd,IAW-B737,1,28
814,30/12/2015 01:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
815,30/12/2015 01:15,Flight Data Services Ltd,NAS-B737-NG,1,4
816,30/12/2015 01:15,Flight Data Services Ltd,NAS-B787,1,3
817,30/12/2015 01:15,Flight Data Services Ltd,SAS-A330,1,1
818,30/12/2015 01:15,Flight Data Services Ltd,SAS-A340,1,1
819,30/12/2015 01:15,Flight Data Services Ltd,UBA-ATR-72,1,4
820,30/12/2015 01:30,Flight Data Services Inc,CFS-ATR-42,4,11
821,30/12/2015 01:30,Flight Data Services Ltd,IAW-B737,4,84
822,30/12/2015 01:30,Flight Data Services Ltd,IAW-B737,3,192
823,30/12/2015 01:30,Flight Data Services Inc,MTN-ATR-42,2,8
824,30/12/2015 01:30,Flight Data Services Ltd,AHY-B767,2,1
825,30/12/2015 01:30,Flight Data Services Ltd,EIN-A320,2,4
826,30/12/2015 01:30,Flight Data Services Ltd,EIN-A330,2,1
827,30/12/2015 01:30,Flight Data Services Ltd,IAW-B737,2,189
828,30/12/2015 01:30,Flight Data Services Ltd,UBA-ATR-72,2,10
829,30/12/2015 01:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
830,30/12/2015 01:30,Flight Data Services Ltd,DHX-B767,1,68
831,30/12/2015 01:30,Flight Data Services Ltd,EIN-A320,1,3
832,30/12/2015 01:30,Flight Data Services Ltd,IAW-B737,1,28
833,30/12/2015 01:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
834,30/12/2015 01:30,Flight Data Services Ltd,NAS-B737-NG,1,4
835,30/12/2015 01:30,Flight Data Services Ltd,NAS-B787,1,3
836,30/12/2015 01:30,Flight Data Services Ltd,SAS-A330,1,1
837,30/12/2015 01:30,Flight Data Services Ltd,SAS-A340,1,1
838,30/12/2015 01:30,Flight Data Services Ltd,UBA-ATR-72,1,4
839,30/12/2015 01:45,Flight Data Services Inc,CFS-ATR-42,4,11
840,30/12/2015 01:45,Flight Data Services Ltd,IAW-B737,4,84
841,30/12/2015 01:45,Flight Data Services Ltd,IAW-B737,3,192
842,30/12/2015 01:45,Flight Data Services Inc,MTN-ATR-42,2,8
843,30/12/2015 01:45,Flight Data Services Ltd,AHY-B767,2,1
844,30/12/2015 01:45,Flight Data Services Ltd,EIN-A320,2,4
845,30/12/2015 01:45,Flight Data Services Ltd,EIN-A330,2,1
846,30/12/2015 01:45,Flight Data Services Ltd,IAW-B737,2,189
847,30/12/2015 01:45,Flight Data Services Ltd,UBA-ATR-72,2,10
848,30/12/2015 01:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
849,30/12/2015 01:45,Flight Data Services Ltd,DHX-B767,1,68
850,30/12/2015 01:45,Flight Data Services Ltd,EIN-A320,1,3
851,30/12/2015 01:45,Flight Data Services Ltd,IAW-B737,1,28
852,30/12/2015 01:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
853,30/12/2015 01:45,Flight Data Services Ltd,NAS-B737-NG,1,4
854,30/12/2015 01:45,Flight Data Services Ltd,NAS-B787,1,3
855,30/12/2015 01:45,Flight Data Services Ltd,SAS-A330,1,1
856,30/12/2015 01:45,Flight Data Services Ltd,SAS-A340,1,1
857,30/12/2015 01:45,Flight Data Services Ltd,UBA-ATR-72,1,4
858,30/12/2015 02:00,Flight Data Services Inc,CFS-ATR-42,4,11
859,30/12/2015 02:00,Flight Data Services Ltd,IAW-B737,4,84
860,30/12/2015 02:00,Flight Data Services Ltd,IAW-B737,3,192
861,30/12/2015 02:00,Flight Data Services Inc,MTN-ATR-42,2,8
862,30/12/2015 02:00,Flight Data Services Ltd,AHY-B767,2,1
863,30/12/2015 02:00,Flight Data Services Ltd,EIN-A320,2,4
864,30/12/2015 02:00,Flight Data Services Ltd,EIN-A330,2,1
865,30/12/2015 02:00,Flight Data Services Ltd,IAW-B737,2,189
866,30/12/2015 02:00,Flight Data Services Ltd,UBA-ATR-72,2,10
867,30/12/2015 02:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
868,30/12/2015 02:00,Flight Data Services Ltd,DHX-B767,1,68
869,30/12/2015 02:00,Flight Data Services Ltd,EIN-A320,1,3
870,30/12/2015 02:00,Flight Data Services Ltd,IAW-B737,1,28
871,30/12/2015 02:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
872,30/12/2015 02:00,Flight Data Services Ltd,NAS-B737-NG,1,4
873,30/12/2015 02:00,Flight Data Services Ltd,NAS-B787,1,3
874,30/12/2015 02:00,Flight Data Services Ltd,SAS-A330,1,1
875,30/12/2015 02:00,Flight Data Services Ltd,SAS-A340,1,1
876,30/12/2015 02:00,Flight Data Services Ltd,UBA-ATR-72,1,4
877,30/12/2015 02:15,Flight Data Services Inc,CFS-ATR-42,4,11
878,30/12/2015 02:15,Flight Data Services Ltd,IAW-B737,4,84
879,30/12/2015 02:15,Flight Data Services Ltd,IAW-B737,3,192
880,30/12/2015 02:15,Flight Data Services Inc,MTN-ATR-42,2,8
881,30/12/2015 02:15,Flight Data Services Ltd,AHY-B767,2,1
882,30/12/2015 02:15,Flight Data Services Ltd,EIN-A320,2,4
883,30/12/2015 02:15,Flight Data Services Ltd,EIN-A330,2,1
884,30/12/2015 02:15,Flight Data Services Ltd,IAW-B737,2,189
885,30/12/2015 02:15,Flight Data Services Ltd,UBA-ATR-72,2,10
886,30/12/2015 02:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
887,30/12/2015 02:15,Flight Data Services Ltd,DHX-B767,1,68
888,30/12/2015 02:15,Flight Data Services Ltd,EIN-A320,1,3
889,30/12/2015 02:15,Flight Data Services Ltd,IAW-B737,1,28
890,30/12/2015 02:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
891,30/12/2015 02:15,Flight Data Services Ltd,NAS-B737-NG,1,4
892,30/12/2015 02:15,Flight Data Services Ltd,NAS-B787,1,3
893,30/12/2015 02:15,Flight Data Services Ltd,SAS-A330,1,1
894,30/12/2015 02:15,Flight Data Services Ltd,SAS-A340,1,1
895,30/12/2015 02:15,Flight Data Services Ltd,UBA-ATR-72,1,4
896,30/12/2015 02:30,Flight Data Services Inc,CFS-ATR-42,4,11
897,30/12/2015 02:30,Flight Data Services Ltd,IAW-B737,4,84
898,30/12/2015 02:30,Flight Data Services Ltd,IAW-B737,3,192
899,30/12/2015 02:30,Flight Data Services Inc,MTN-ATR-42,2,8
900,30/12/2015 02:30,Flight Data Services Ltd,AHY-B767,2,1
901,30/12/2015 02:30,Flight Data Services Ltd,EIN-A320,2,4
902,30/12/2015 02:30,Flight Data Services Ltd,EIN-A330,2,1
903,30/12/2015 02:30,Flight Data Services Ltd,IAW-B737,2,189
904,30/12/2015 02:30,Flight Data Services Ltd,UBA-ATR-72,2,10
905,30/12/2015 02:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
906,30/12/2015 02:30,Flight Data Services Ltd,DHX-B767,1,68
907,30/12/2015 02:30,Flight Data Services Ltd,EIN-A320,1,3
908,30/12/2015 02:30,Flight Data Services Ltd,IAW-B737,1,28
909,30/12/2015 02:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
910,30/12/2015 02:30,Flight Data Services Ltd,NAS-B737-NG,1,4
911,30/12/2015 02:30,Flight Data Services Ltd,NAS-B787,1,3
912,30/12/2015 02:30,Flight Data Services Ltd,SAS-A330,1,1
913,30/12/2015 02:30,Flight Data Services Ltd,SAS-A340,1,1
914,30/12/2015 02:30,Flight Data Services Ltd,UBA-ATR-72,1,4
915,30/12/2015 02:45,Flight Data Services Inc,CFS-ATR-42,4,11
916,30/12/2015 02:45,Flight Data Services Ltd,IAW-B737,4,84
917,30/12/2015 02:45,Flight Data Services Ltd,IAW-B737,3,192
918,30/12/2015 02:45,Flight Data Services Inc,MTN-ATR-42,2,8
919,30/12/2015 02:45,Flight Data Services Ltd,AHY-B767,2,1
920,30/12/2015 02:45,Flight Data Services Ltd,EIN-A320,2,4
921,30/12/2015 02:45,Flight Data Services Ltd,EIN-A330,2,1
922,30/12/2015 02:45,Flight Data Services Ltd,IAW-B737,2,189
923,30/12/2015 02:45,Flight Data Services Ltd,UBA-ATR-72,2,10
924,30/12/2015 02:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
925,30/12/2015 02:45,Flight Data Services Ltd,DHX-B767,1,68
926,30/12/2015 02:45,Flight Data Services Ltd,EIN-A320,1,3
927,30/12/2015 02:45,Flight Data Services Ltd,IAW-B737,1,28
928,30/12/2015 02:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
929,30/12/2015 02:45,Flight Data Services Ltd,NAS-B737-NG,1,4
930,30/12/2015 02:45,Flight Data Services Ltd,NAS-B787,1,3
931,30/12/2015 02:45,Flight Data Services Ltd,SAS-A330,1,1
932,30/12/2015 02:45,Flight Data Services Ltd,SAS-A340,1,1
933,30/12/2015 02:45,Flight Data Services Ltd,UBA-ATR-72,1,4
934,30/12/2015 03:00,Flight Data Services Inc,CFS-ATR-42,4,11
935,30/12/2015 03:00,Flight Data Services Ltd,IAW-B737,4,84
936,30/12/2015 03:00,Flight Data Services Ltd,IAW-B737,3,192
937,30/12/2015 03:00,Flight Data Services Inc,MTN-ATR-42,2,8
938,30/12/2015 03:00,Flight Data Services Ltd,AHY-B767,2,1
939,30/12/2015 03:00,Flight Data Services Ltd,EIN-A320,2,4
940,30/12/2015 03:00,Flight Data Services Ltd,EIN-A330,2,1
941,30/12/2015 03:00,Flight Data Services Ltd,IAW-B737,2,189
942,30/12/2015 03:00,Flight Data Services Ltd,UBA-ATR-72,2,10
943,30/12/2015 03:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
944,30/12/2015 03:00,Flight Data Services Ltd,DHX-B767,1,68
945,30/12/2015 03:00,Flight Data Services Ltd,EIN-A320,1,3
946,30/12/2015 03:00,Flight Data Services Ltd,IAW-B737,1,28
947,30/12/2015 03:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
948,30/12/2015 03:00,Flight Data Services Ltd,NAS-B737-NG,1,4
949,30/12/2015 03:00,Flight Data Services Ltd,NAS-B787,1,3
950,30/12/2015 03:00,Flight Data Services Ltd,SAS-A330,1,1
951,30/12/2015 03:00,Flight Data Services Ltd,SAS-A340,1,1
952,30/12/2015 03:00,Flight Data Services Ltd,UBA-ATR-72,1,4
953,30/12/2015 03:15,Flight Data Services Inc,CFS-ATR-42,4,11
954,30/12/2015 03:15,Flight Data Services Ltd,IAW-B737,4,84
955,30/12/2015 03:15,Flight Data Services Ltd,IAW-B737,3,192
956,30/12/2015 03:15,Flight Data Services Inc,MTN-ATR-42,2,8
957,30/12/2015 03:15,Flight Data Services Ltd,AHY-B767,2,1
958,30/12/2015 03:15,Flight Data Services Ltd,EIN-A320,2,4
959,30/12/2015 03:15,Flight Data Services Ltd,EIN-A330,2,1
960,30/12/2015 03:15,Flight Data Services Ltd,IAW-B737,2,189
961,30/12/2015 03:15,Flight Data Services Ltd,UBA-ATR-72,2,10
962,30/12/2015 03:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
963,30/12/2015 03:15,Flight Data Services Ltd,DHX-B767,1,68
964,30/12/2015 03:15,Flight Data Services Ltd,EIN-A320,1,3
965,30/12/2015 03:15,Flight Data Services Ltd,IAW-B737,1,28
966,30/12/2015 03:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
967,30/12/2015 03:15,Flight Data Services Ltd,NAS-B737-NG,1,4
968,30/12/2015 03:15,Flight Data Services Ltd,NAS-B787,1,3
969,30/12/2015 03:15,Flight Data Services Ltd,SAS-A330,1,1
970,30/12/2015 03:15,Flight Data Services Ltd,SAS-A340,1,1
971,30/12/2015 03:15,Flight Data Services Ltd,UBA-ATR-72,1,4
972,30/12/2015 03:30,Flight Data Services Inc,CFS-ATR-42,4,11
973,30/12/2015 03:30,Flight Data Services Ltd,IAW-B737,4,84
974,30/12/2015 03:30,Flight Data Services Ltd,IAW-B737,3,192
975,30/12/2015 03:30,Flight Data Services Inc,MTN-ATR-42,2,8
976,30/12/2015 03:30,Flight Data Services Ltd,AHY-B767,2,1
977,30/12/2015 03:30,Flight Data Services Ltd,EIN-A320,2,4
978,30/12/2015 03:30,Flight Data Services Ltd,EIN-A330,2,1
979,30/12/2015 03:30,Flight Data Services Ltd,IAW-B737,2,189
980,30/12/2015 03:30,Flight Data Services Ltd,UBA-ATR-72,2,10
981,30/12/2015 03:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
982,30/12/2015 03:30,Flight Data Services Ltd,DHX-B767,1,68
983,30/12/2015 03:30,Flight Data Services Ltd,EIN-A320,1,3
984,30/12/2015 03:30,Flight Data Services Ltd,IAW-B737,1,28
985,30/12/2015 03:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
986,30/12/2015 03:30,Flight Data Services Ltd,NAS-B737-NG,1,4
987,30/12/2015 03:30,Flight Data Services Ltd,NAS-B787,1,3
988,30/12/2015 03:30,Flight Data Services Ltd,SAS-A330,1,1
989,30/12/2015 03:30,Flight Data Services Ltd,SAS-A340,1,1
990,30/12/2015 03:30,Flight Data Services Ltd,UBA-ATR-72,1,4
991,30/12/2015 03:45,Flight Data Services Inc,CFS-ATR-42,4,11
992,30/12/2015 03:45,Flight Data Services Ltd,IAW-B737,4,84
993,30/12/2015 03:45,Flight Data Services Ltd,IAW-B737,3,192
994,30/12/2015 03:45,Flight Data Services Inc,MTN-ATR-42,2,8
995,30/12/2015 03:45,Flight Data Services Ltd,AHY-B767,2,1
996,30/12/2015 03:45,Flight Data Services Ltd,EIN-A320,2,4
997,30/12/2015 03:45,Flight Data Services Ltd,EIN-A330,2,1
998,30/12/2015 03:45,Flight Data Services Ltd,IAW-B737,2,189
999,30/12/2015 03:45,Flight Data Services Ltd,UBA-ATR-72,2,10
1000,30/12/2015 03:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
1001,30/12/2015 03:45,Flight Data Services Ltd,DHX-B767,1,68
1002,30/12/2015 03:45,Flight Data Services Ltd,EIN-A320,1,3
1003,30/12/2015 03:45,Flight Data Services Ltd,IAW-B737,1,28
1004,30/12/2015 03:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
1005,30/12/2015 03:45,Flight Data Services Ltd,NAS-B737-NG,1,4
1006,30/12/2015 03:45,Flight Data Services Ltd,NAS-B787,1,3
1007,30/12/2015 03:45,Flight Data Services Ltd,SAS-A330,1,1
1008,30/12/2015 03:45,Flight Data Services Ltd,SAS-A340,1,1
1009,30/12/2015 03:45,Flight Data Services Ltd,UBA-ATR-72,1,4
1010,30/12/2015 04:00,Flight Data Services Inc,CFS-ATR-42,4,11
1011,30/12/2015 04:00,Flight Data Services Ltd,IAW-B737,4,84
1012,30/12/2015 04:00,Flight Data Services Ltd,IAW-B737,3,192
1013,30/12/2015 04:00,Flight Data Services Inc,MTN-ATR-42,2,8
1014,30/12/2015 04:00,Flight Data Services Ltd,AHY-B767,2,1
1015,30/12/2015 04:00,Flight Data Services Ltd,EIN-A320,2,4
1016,30/12/2015 04:00,Flight Data Services Ltd,EIN-A330,2,1
1017,30/12/2015 04:00,Flight Data Services Ltd,IAW-B737,2,189
1018,30/12/2015 04:00,Flight Data Services Ltd,UBA-ATR-72,2,10
1019,30/12/2015 04:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
1020,30/12/2015 04:00,Flight Data Services Ltd,DHX-B767,1,68
1021,30/12/2015 04:00,Flight Data Services Ltd,EIN-A320,1,3
1022,30/12/2015 04:00,Flight Data Services Ltd,IAW-B737,1,28
1023,30/12/2015 04:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
1024,30/12/2015 04:00,Flight Data Services Ltd,NAS-B737-NG,1,4
1025,30/12/2015 04:00,Flight Data Services Ltd,NAS-B787,1,3
1026,30/12/2015 04:00,Flight Data Services Ltd,SAS-A330,1,1
1027,30/12/2015 04:00,Flight Data Services Ltd,SAS-A340,1,1
1028,30/12/2015 04:00,Flight Data Services Ltd,UBA-ATR-72,1,4
1029,30/12/2015 04:15,Flight Data Services Inc,CFS-ATR-42,4,11
1030,30/12/2015 04:15,Flight Data Services Ltd,IAW-B737,4,84
1031,30/12/2015 04:15,Flight Data Services Ltd,IAW-B737,3,192
1032,30/12/2015 04:15,Flight Data Services Inc,MTN-ATR-42,2,8
1033,30/12/2015 04:15,Flight Data Services Ltd,AHY-B767,2,1
1034,30/12/2015 04:15,Flight Data Services Ltd,EIN-A320,2,4
1035,30/12/2015 04:15,Flight Data Services Ltd,EIN-A330,2,1
1036,30/12/2015 04:15,Flight Data Services Ltd,IAW-B737,2,189
1037,30/12/2015 04:15,Flight Data Services Ltd,UBA-ATR-72,2,10
1038,30/12/2015 04:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
1039,30/12/2015 04:15,Flight Data Services Ltd,DHX-B767,1,68
1040,30/12/2015 04:15,Flight Data Services Ltd,EIN-A320,1,3
1041,30/12/2015 04:15,Flight Data Services Ltd,IAW-B737,1,28
1042,30/12/2015 04:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
1043,30/12/2015 04:15,Flight Data Services Ltd,NAS-B737-NG,1,4
1044,30/12/2015 04:15,Flight Data Services Ltd,NAS-B787,1,3
1045,30/12/2015 04:15,Flight Data Services Ltd,SAS-A330,1,1
1046,30/12/2015 04:15,Flight Data Services Ltd,SAS-A340,1,1
1047,30/12/2015 04:15,Flight Data Services Ltd,UBA-ATR-72,1,4
1048,30/12/2015 04:30,Flight Data Services Inc,CFS-ATR-42,4,11
1049,30/12/2015 04:30,Flight Data Services Ltd,IAW-B737,4,84
1050,30/12/2015 04:30,Flight Data Services Ltd,IAW-B737,3,192
1051,30/12/2015 04:30,Flight Data Services Inc,MTN-ATR-42,2,8
1052,30/12/2015 04:30,Flight Data Services Ltd,AHY-B767,2,1
1053,30/12/2015 04:30,Flight Data Services Ltd,EIN-A320,2,4
1054,30/12/2015 04:30,Flight Data Services Ltd,EIN-A330,2,1
1055,30/12/2015 04:30,Flight Data Services Ltd,IAW-B737,2,189
1056,30/12/2015 04:30,Flight Data Services Ltd,UBA-ATR-72,2,10
1057,30/12/2015 04:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
1058,30/12/2015 04:30,Flight Data Services Ltd,DHX-B767,1,68
1059,30/12/2015 04:30,Flight Data Services Ltd,EIN-A320,1,3
1060,30/12/2015 04:30,Flight Data Services Ltd,IAW-B737,1,28
1061,30/12/2015 04:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
1062,30/12/2015 04:30,Flight Data Services Ltd,NAS-B737-NG,1,4
1063,30/12/2015 04:30,Flight Data Services Ltd,NAS-B787,1,3
1064,30/12/2015 04:30,Flight Data Services Ltd,SAS-A330,1,1
1065,30/12/2015 04:30,Flight Data Services Ltd,SAS-A340,1,1
1066,30/12/2015 04:30,Flight Data Services Ltd,UBA-ATR-72,1,4
1067,30/12/2015 04:45,Flight Data Services Inc,CFS-ATR-42,4,11
1068,30/12/2015 04:45,Flight Data Services Ltd,IAW-B737,4,84
1069,30/12/2015 04:45,Flight Data Services Ltd,IAW-B737,3,192
1070,30/12/2015 04:45,Flight Data Services Inc,MTN-ATR-42,2,8
1071,30/12/2015 04:45,Flight Data Services Ltd,AHY-B767,2,1
1072,30/12/2015 04:45,Flight Data Services Ltd,EIN-A320,2,4
1073,30/12/2015 04:45,Flight Data Services Ltd,EIN-A330,2,1
1074,30/12/2015 04:45,Flight Data Services Ltd,IAW-B737,2,189
1075,30/12/2015 04:45,Flight Data Services Ltd,UBA-ATR-72,2,10
1076,30/12/2015 04:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
1077,30/12/2015 04:45,Flight Data Services Ltd,DHX-B767,1,68
1078,30/12/2015 04:45,Flight Data Services Ltd,EIN-A320,1,3
1079,30/12/2015 04:45,Flight Data Services Ltd,IAW-B737,1,28
1080,30/12/2015 04:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
1081,30/12/2015 04:45,Flight Data Services Ltd,NAS-B737-NG,1,4
1082,30/12/2015 04:45,Flight Data Services Ltd,NAS-B787,1,3
1083,30/12/2015 04:45,Flight Data Services Ltd,SAS-A330,1,1
1084,30/12/2015 04:45,Flight Data Services Ltd,SAS-A340,1,1
1085,30/12/2015 04:45,Flight Data Services Ltd,UBA-ATR-72,1,4
1086,30/12/2015 05:00,Flight Data Services Inc,CFS-ATR-42,4,11
1087,30/12/2015 05:00,Flight Data Services Ltd,IAW-B737,4,84
1088,30/12/2015 05:00,Flight Data Services Ltd,IAW-B737,3,192
1089,30/12/2015 05:00,Flight Data Services Inc,MTN-ATR-42,2,8
1090,30/12/2015 05:00,Flight Data Services Ltd,AHY-B767,2,1
1091,30/12/2015 05:00,Flight Data Services Ltd,EIN-A320,2,4
1092,30/12/2015 05:00,Flight Data Services Ltd,EIN-A330,2,1
1093,30/12/2015 05:00,Flight Data Services Ltd,IAW-B737,2,189
1094,30/12/2015 05:00,Flight Data Services Ltd,UBA-ATR-72,2,10
1095,30/12/2015 05:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
1096,30/12/2015 05:00,Flight Data Services Ltd,DHX-B767,1,68
1097,30/12/2015 05:00,Flight Data Services Ltd,EIN-A320,1,3
1098,30/12/2015 05:00,Flight Data Services Ltd,IAW-B737,1,28
1099,30/12/2015 05:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
1100,30/12/2015 05:00,Flight Data Services Ltd,NAS-B737-NG,1,4
1101,30/12/2015 05:00,Flight Data Services Ltd,NAS-B787,1,3
1102,30/12/2015 05:00,Flight Data Services Ltd,SAS-A330,1,1
1103,30/12/2015 05:00,Flight Data Services Ltd,SAS-A340,1,1
1104,30/12/2015 05:00,Flight Data Services Ltd,UBA-ATR-72,1,4
1105,30/12/2015 05:15,Flight Data Services Inc,CFS-ATR-42,4,11
1106,30/12/2015 05:15,Flight Data Services Ltd,IAW-B737,4,84
1107,30/12/2015 05:15,Flight Data Services Ltd,IAW-B737,3,192
1108,30/12/2015 05:15,Flight Data Services Inc,MTN-ATR-42,2,8
1109,30/12/2015 05:15,Flight Data Services Ltd,AHY-B767,2,1
1110,30/12/2015 05:15,Flight Data Services Ltd,EIN-A320,2,4
1111,30/12/2015 05:15,Flight Data Services Ltd,EIN-A330,2,1
1112,30/12/2015 05:15,Flight Data Services Ltd,IAW-B737,2,189
1113,30/12/2015 05:15,Flight Data Services Ltd,UBA-ATR-72,2,10
1114,30/12/2015 05:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
1115,30/12/2015 05:15,Flight Data Services Ltd,DHX-B767,1,68
1116,30/12/2015 05:15,Flight Data Services Ltd,EIN-A320,1,3
1117,30/12/2015 05:15,Flight Data Services Ltd,IAW-B737,1,28
1118,30/12/2015 05:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
1119,30/12/2015 05:15,Flight Data Services Ltd,NAS-B737-NG,1,4
1120,30/12/2015 05:15,Flight Data Services Ltd,NAS-B787,1,3
1121,30/12/2015 05:15,Flight Data Services Ltd,SAS-A330,1,1
1122,30/12/2015 05:15,Flight Data Services Ltd,SAS-A340,1,1
1123,30/12/2015 05:15,Flight Data Services Ltd,UBA-ATR-72,1,4
1124,30/12/2015 05:30,Flight Data Services Inc,CFS-ATR-42,4,11
1125,30/12/2015 05:30,Flight Data Services Ltd,IAW-B737,4,84
1126,30/12/2015 05:30,Flight Data Services Ltd,IAW-B737,3,192
1127,30/12/2015 05:30,Flight Data Services Inc,MTN-ATR-42,2,8
1128,30/12/2015 05:30,Flight Data Services Ltd,AHY-B767,2,1
1129,30/12/2015 05:30,Flight Data Services Ltd,EIN-A320,2,4
1130,30/12/2015 05:30,Flight Data Services Ltd,EIN-A330,2,1
1131,30/12/2015 05:30,Flight Data Services Ltd,IAW-B737,2,189
1132,30/12/2015 05:30,Flight Data Services Ltd,UBA-ATR-72,2,10
1133,30/12/2015 05:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
1134,30/12/2015 05:30,Flight Data Services Ltd,DHX-B767,1,68
1135,30/12/2015 05:30,Flight Data Services Ltd,EIN-A320,1,3
1136,30/12/2015 05:30,Flight Data Services Ltd,IAW-B737,1,28
1137,30/12/2015 05:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
1138,30/12/2015 05:30,Flight Data Services Ltd,NAS-B737-NG,1,4
1139,30/12/2015 05:30,Flight Data Services Ltd,NAS-B787,1,3
1140,30/12/2015 05:30,Flight Data Services Ltd,SAS-A330,1,1
1141,30/12/2015 05:30,Flight Data Services Ltd,SAS-A340,1,1
1142,30/12/2015 05:30,Flight Data Services Ltd,UBA-ATR-72,1,4
1143,30/12/2015 05:45,Flight Data Services Inc,CFS-ATR-42,4,11
1144,30/12/2015 05:45,Flight Data Services Ltd,IAW-B737,4,84
1145,30/12/2015 05:45,Flight Data Services Ltd,IAW-B737,3,192
1146,30/12/2015 05:45,Flight Data Services Inc,MTN-ATR-42,2,8
1147,30/12/2015 05:45,Flight Data Services Ltd,AHY-B767,2,1
1148,30/12/2015 05:45,Flight Data Services Ltd,EIN-A320,2,4
1149,30/12/2015 05:45,Flight Data Services Ltd,EIN-A330,2,1
1150,30/12/2015 05:45,Flight Data Services Ltd,IAW-B737,2,189
1151,30/12/2015 05:45,Flight Data Services Ltd,UBA-ATR-72,2,10
1152,30/12/2015 05:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
1153,30/12/2015 05:45,Flight Data Services Ltd,DHX-B767,1,68
1154,30/12/2015 05:45,Flight Data Services Ltd,EIN-A320,1,3
1155,30/12/2015 05:45,Flight Data Services Ltd,IAW-B737,1,28
1156,30/12/2015 05:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
1157,30/12/2015 05:45,Flight Data Services Ltd,NAS-B737-NG,1,4
1158,30/12/2015 05:45,Flight Data Services Ltd,NAS-B787,1,3
